2020-09-07 17:38:24,194 [AUDIT] Token created by 'anonymous': tokenId='2d59aef9-374b-46d9-b107-a08c09ba530c', issuer='jfrou@01ehmtb7hjyn1s78sm33zd7ws9', subject='jfrou@01ehmtb7hjyn1s78sm33zd7ws9', expiry=none, refreshable=false
2020-09-14 09:31:41,500 [AUDIT] Token created by 'anonymous': tokenId='9a446677-c95b-4d98-9737-4aa436cb756f', issuer='jfrou@01ehmtb7hjyn1s78sm33zd7ws9', subject='jfrou@01ehmtb7hjyn1s78sm33zd7ws9', expiry=none, refreshable=false
2020-09-14 09:31:44,423 [AUDIT] Token created by 'anonymous': tokenId='5ad40d51-1bc4-4f99-a22a-2b38a21da8e4', issuer='jfac@01ehmtb0dzw5h508bzcs8a1kw4', subject='jfac@01ehmtb0dzw5h508bzcs8a1kw4', expiry=1600076024419, refreshable=false
2020-09-14 09:31:44,548 [AUDIT] Token created by 'anonymous': tokenId='829ce27e-0522-4288-9754-dec66d6c6c81', issuer='jfac@01ehmtb0dzw5h508bzcs8a1kw4', subject='jfac@01ehmtb0dzw5h508bzcs8a1kw4', expiry=1600076024545, refreshable=false
2020-09-14 09:31:44,769 [AUDIT] Token created by 'anonymous': tokenId='78183a36-3cca-443f-baf0-bc52ba0442c1', issuer='jfac@01ehmtb0dzw5h508bzcs8a1kw4', subject='jfac@01ehmtb0dzw5h508bzcs8a1kw4', expiry=1600076024764, refreshable=false
2020-09-14 09:31:45,206 [AUDIT] Token created by 'anonymous': tokenId='c444d23a-e82e-49a5-9a6f-67afff230c2e', issuer='jfac@01ehmtb0dzw5h508bzcs8a1kw4', subject='jfac@01ehmtb0dzw5h508bzcs8a1kw4', expiry=1600076025201, refreshable=false
2020-09-14 09:31:46,043 [AUDIT] Token created by 'anonymous': tokenId='dc9ddc9a-e0b4-43f3-8714-4d9e68ca23d9', issuer='jfac@01ehmtb0dzw5h508bzcs8a1kw4', subject='jfac@01ehmtb0dzw5h508bzcs8a1kw4', expiry=1600076026038, refreshable=false
2020-09-14 09:31:46,408 [AUDIT] Token created by 'anonymous': tokenId='6e2099a2-1e97-461d-9efb-362a5bf70d81', issuer='jfmd@01ehmtb8dhfgkam1byzedh308k', subject='jfmd@01ehmtb8dhfgkam1byzedh308k', expiry=none, refreshable=false
2020-09-14 09:31:46,515 [AUDIT] Token created by 'anonymous': tokenId='9c20c4bb-26a5-47bd-aae3-bf9b11489732', issuer='jfrt@01ehmtbkv1fds617cd3vn21s8z', subject='jfrt@01ehmtbkv1fds617cd3vn21s8z', expiry=none, refreshable=false
2020-09-14 09:31:51,555 [AUDIT] Token created by 'anonymous': tokenId='6d474fc1-bf43-4852-87c3-bc862dfdc494', issuer='jffe@000', subject='jffe@000', expiry=none, refreshable=false
2020-09-14 09:31:51,599 [AUDIT] Token created by 'jffe@000': tokenId='2651eaef-d984-43ad-82e5-5d40a3a3ae14', issuer='jffe@000', subject='jffe@000', expiry=1600076511599, refreshable=false
2020-09-14 09:33:47,576 [AUDIT] Token created by 'jfrt@01ehmtbkv1fds617cd3vn21s8z': tokenId='474179f0-537a-4e7e-875b-be0ec7b0e2f7', issuer='jfrt@01ehmtbkv1fds617cd3vn21s8z', subject='jfrt@01ehmtbkv1fds617cd3vn21s8z', expiry=2546156027568, refreshable=false
2020-09-14 09:41:54,105 [AUDIT] Token created by 'jffe@000': tokenId='16b94204-26a4-4081-94ad-e0a721490bb7', issuer='jffe@000', subject='jffe@000', expiry=1600077114104, refreshable=false
2020-09-14 09:41:54,155 [AUDIT] Token created by 'jffe@000': tokenId='177edcf3-f0d1-4e6b-ba9d-0e0092518b02', issuer='jffe@000', subject='jffe@000', expiry=1600077114154, refreshable=false
2020-09-14 09:41:54,181 [AUDIT] Token created by 'jffe@000': tokenId='ff48467a-ea7a-4591-be7a-a25dfd78ff55', issuer='jffe@000', subject='jffe@000', expiry=1600077114181, refreshable=false
2020-09-14 09:41:54,187 [AUDIT] Token created by 'jffe@000': tokenId='7c423841-1bd4-466b-8e1f-49685a6d7434', issuer='jffe@000', subject='jffe@000', expiry=1600077114187, refreshable=false
2020-09-14 09:51:54,108 [AUDIT] Token created by 'jffe@000': tokenId='ad56105c-a916-4f32-898b-f9d845248174', issuer='jffe@000', subject='jffe@000', expiry=1600077714108, refreshable=false
2020-09-14 09:51:54,109 [AUDIT] Token created by 'jffe@000': tokenId='33b2fb48-14c7-45a4-be09-753ee9a2e8d6', issuer='jffe@000', subject='jffe@000', expiry=1600077714109, refreshable=false
2020-09-14 09:51:54,116 [AUDIT] Token created by 'jffe@000': tokenId='93e53159-f147-409d-af76-3fcef25253ee', issuer='jffe@000', subject='jffe@000', expiry=1600077714116, refreshable=false
2020-09-14 09:51:54,122 [AUDIT] Token created by 'jffe@000': tokenId='d6466c21-f463-47ac-8e7b-e09104f06a29', issuer='jffe@000', subject='jffe@000', expiry=1600077714122, refreshable=false
2020-09-14 10:01:54,238 [AUDIT] Token created by 'jffe@000': tokenId='f065d032-814f-4b45-a0af-6085a7e41405', issuer='jffe@000', subject='jffe@000', expiry=1600078314237, refreshable=false
2020-09-14 10:01:54,240 [AUDIT] Token created by 'jffe@000': tokenId='db1ce14c-0625-4dd1-9fba-79bb1050be5d', issuer='jffe@000', subject='jffe@000', expiry=1600078314240, refreshable=false
2020-09-14 10:01:54,249 [AUDIT] Token created by 'jffe@000': tokenId='0e2af9b3-8ed5-443b-bd04-8813caefa333', issuer='jffe@000', subject='jffe@000', expiry=1600078314249, refreshable=false
2020-09-14 10:01:54,260 [AUDIT] Token created by 'jffe@000': tokenId='8af53089-6cb4-470c-9cd5-41242bc304a1', issuer='jffe@000', subject='jffe@000', expiry=1600078314256, refreshable=false
2020-09-14 10:11:54,307 [AUDIT] Token created by 'jffe@000': tokenId='41561f79-3818-45e3-b584-dbe3cb0c9172', issuer='jffe@000', subject='jffe@000', expiry=1600078914307, refreshable=false
2020-09-14 10:11:54,309 [AUDIT] Token created by 'jffe@000': tokenId='cb65ad18-b74e-40b3-ab9b-39c0de1fb86b', issuer='jffe@000', subject='jffe@000', expiry=1600078914309, refreshable=false
2020-09-14 10:11:54,313 [AUDIT] Token created by 'jffe@000': tokenId='806f824a-69ad-440d-acf8-ad6e85836cf3', issuer='jffe@000', subject='jffe@000', expiry=1600078914312, refreshable=false
2020-09-14 10:11:54,321 [AUDIT] Token created by 'jffe@000': tokenId='eb4e6fa6-1053-482f-a141-7bd5344f46dc', issuer='jffe@000', subject='jffe@000', expiry=1600078914320, refreshable=false
2020-09-14 10:21:54,378 [AUDIT] Token created by 'jffe@000': tokenId='58ab0860-06ae-41d6-8a2b-50aff5cf29e0', issuer='jffe@000', subject='jffe@000', expiry=1600079514378, refreshable=false
2020-09-14 10:21:54,379 [AUDIT] Token created by 'jffe@000': tokenId='00638f02-28ef-48a7-b510-9ec42149d8e8', issuer='jffe@000', subject='jffe@000', expiry=1600079514379, refreshable=false
2020-09-14 10:21:54,380 [AUDIT] Token created by 'jffe@000': tokenId='59becadc-9da1-46a2-b233-d99c67309627', issuer='jffe@000', subject='jffe@000', expiry=1600079514380, refreshable=false
2020-09-14 10:21:54,385 [AUDIT] Token created by 'jffe@000': tokenId='9c85513d-dce5-4563-8062-4a6ae6af8586', issuer='jffe@000', subject='jffe@000', expiry=1600079514385, refreshable=false
2020-09-14 10:31:54,453 [AUDIT] Token created by 'jffe@000': tokenId='0388dab9-4656-4ce6-87f2-90b7a1891689', issuer='jffe@000', subject='jffe@000', expiry=1600080114453, refreshable=false
2020-09-14 10:31:54,454 [AUDIT] Token created by 'jffe@000': tokenId='f9614672-77e9-4355-8107-db085463517f', issuer='jffe@000', subject='jffe@000', expiry=1600080114454, refreshable=false
2020-09-14 10:31:54,459 [AUDIT] Token created by 'jffe@000': tokenId='e7bfc308-b074-4b9e-9a7d-28b69810c1d3', issuer='jffe@000', subject='jffe@000', expiry=1600080114459, refreshable=false
2020-09-14 10:31:54,459 [AUDIT] Token created by 'jffe@000': tokenId='52c1a3c7-b6f4-4e2e-b0c7-91f0f93a03bb', issuer='jffe@000', subject='jffe@000', expiry=1600080114459, refreshable=false
2020-09-14 10:41:54,575 [AUDIT] Token created by 'jffe@000': tokenId='24030f9f-32ad-4b6e-bbf7-1146c541700c', issuer='jffe@000', subject='jffe@000', expiry=1600080714574, refreshable=false
2020-09-14 10:41:54,582 [AUDIT] Token created by 'jffe@000': tokenId='80d41879-2cca-4a1e-a372-5eea2c00d7f9', issuer='jffe@000', subject='jffe@000', expiry=1600080714582, refreshable=false
2020-09-14 10:41:54,582 [AUDIT] Token created by 'jffe@000': tokenId='87d59c83-6df3-4fc5-bfd0-f4996fd79395', issuer='jffe@000', subject='jffe@000', expiry=1600080714582, refreshable=false
2020-09-14 10:41:54,586 [AUDIT] Token created by 'jffe@000': tokenId='3003e83a-6134-4483-9abc-d2a8e11bc3e1', issuer='jffe@000', subject='jffe@000', expiry=1600080714586, refreshable=false
2020-09-14 10:51:54,603 [AUDIT] Token created by 'jffe@000': tokenId='7d68b8cd-0bae-478d-85a3-a638a2b4437c', issuer='jffe@000', subject='jffe@000', expiry=1600081314602, refreshable=false
2020-09-14 10:51:54,610 [AUDIT] Token created by 'jffe@000': tokenId='9850087d-2438-4667-a3d0-a836806e4ea4', issuer='jffe@000', subject='jffe@000', expiry=1600081314610, refreshable=false
2020-09-14 10:51:54,615 [AUDIT] Token created by 'jffe@000': tokenId='fcbb1ead-74cb-40b0-b9eb-7adb0439247d', issuer='jffe@000', subject='jffe@000', expiry=1600081314615, refreshable=false
2020-09-14 10:51:54,615 [AUDIT] Token created by 'jffe@000': tokenId='962e3250-4368-4bcf-836c-bde16958d1c9', issuer='jffe@000', subject='jffe@000', expiry=1600081314615, refreshable=false
2020-09-14 11:01:54,659 [AUDIT] Token created by 'jffe@000': tokenId='05326a56-1718-48a4-a6af-76f0f6aa8f98', issuer='jffe@000', subject='jffe@000', expiry=1600081914659, refreshable=false
2020-09-14 11:01:54,660 [AUDIT] Token created by 'jffe@000': tokenId='67515db7-7e5f-4f90-9cca-f841b5426a27', issuer='jffe@000', subject='jffe@000', expiry=1600081914660, refreshable=false
2020-09-14 11:01:54,660 [AUDIT] Token created by 'jffe@000': tokenId='379d7a4e-ebd9-4bc0-87f8-6248b5045912', issuer='jffe@000', subject='jffe@000', expiry=1600081914660, refreshable=false
2020-09-14 11:01:54,667 [AUDIT] Token created by 'jffe@000': tokenId='85e8b173-cfb9-42b1-aea7-711aaabfb66f', issuer='jffe@000', subject='jffe@000', expiry=1600081914667, refreshable=false
2020-09-14 11:11:54,723 [AUDIT] Token created by 'jffe@000': tokenId='c9623bdd-f272-4ab8-87a8-657568766010', issuer='jffe@000', subject='jffe@000', expiry=1600082514722, refreshable=false
2020-09-14 11:11:54,726 [AUDIT] Token created by 'jffe@000': tokenId='8663b3eb-3a15-4f71-9f69-53b6fe5a6854', issuer='jffe@000', subject='jffe@000', expiry=1600082514726, refreshable=false
2020-09-14 11:11:54,726 [AUDIT] Token created by 'jffe@000': tokenId='2a154b0b-b4b1-4860-a67c-2c4de575ca36', issuer='jffe@000', subject='jffe@000', expiry=1600082514726, refreshable=false
2020-09-14 11:11:54,730 [AUDIT] Token created by 'jffe@000': tokenId='e0321553-3833-4494-bebd-4a9d13a96209', issuer='jffe@000', subject='jffe@000', expiry=1600082514730, refreshable=false
2020-09-14 11:21:54,826 [AUDIT] Token created by 'jffe@000': tokenId='1b9d4696-ee9e-476c-a2fa-1a09e5982bf5', issuer='jffe@000', subject='jffe@000', expiry=1600083114826, refreshable=false
2020-09-14 11:21:54,826 [AUDIT] Token created by 'jffe@000': tokenId='8fbf0dff-3b2a-4951-9c0c-7f6123b55ae4', issuer='jffe@000', subject='jffe@000', expiry=1600083114826, refreshable=false
2020-09-14 11:21:54,827 [AUDIT] Token created by 'jffe@000': tokenId='82144cdf-d2c5-4b84-82ff-7c997d438caf', issuer='jffe@000', subject='jffe@000', expiry=1600083114826, refreshable=false
2020-09-14 11:21:54,836 [AUDIT] Token created by 'jffe@000': tokenId='c8163146-a95f-45b7-b1bd-279313e4294a', issuer='jffe@000', subject='jffe@000', expiry=1600083114836, refreshable=false
2020-09-14 11:31:54,954 [AUDIT] Token created by 'jffe@000': tokenId='ed2ee237-496e-4a97-8917-bdd86884b1d7', issuer='jffe@000', subject='jffe@000', expiry=1600083714954, refreshable=false
2020-09-14 11:31:54,957 [AUDIT] Token created by 'jffe@000': tokenId='ce4aea98-0c84-4e13-a128-0e6f58c709e0', issuer='jffe@000', subject='jffe@000', expiry=1600083714957, refreshable=false
2020-09-14 11:31:54,957 [AUDIT] Token created by 'jffe@000': tokenId='af442ebd-89d9-4814-89e0-1cf857da46b3', issuer='jffe@000', subject='jffe@000', expiry=1600083714957, refreshable=false
2020-09-14 11:31:54,958 [AUDIT] Token created by 'jffe@000': tokenId='6430797d-106b-492f-b04e-cbed0b79d918', issuer='jffe@000', subject='jffe@000', expiry=1600083714957, refreshable=false
2020-09-14 11:41:55,056 [AUDIT] Token created by 'jffe@000': tokenId='35db76e2-c567-43ef-b613-30776e32513f', issuer='jffe@000', subject='jffe@000', expiry=1600084315056, refreshable=false
2020-09-14 11:41:55,057 [AUDIT] Token created by 'jffe@000': tokenId='a3f38a6a-188a-496d-aa1e-eac11f6caf52', issuer='jffe@000', subject='jffe@000', expiry=1600084315057, refreshable=false
2020-09-14 11:41:55,057 [AUDIT] Token created by 'jffe@000': tokenId='dcaef14c-8b0e-4eb9-9931-3cf35e7718f1', issuer='jffe@000', subject='jffe@000', expiry=1600084315057, refreshable=false
2020-09-14 11:41:55,064 [AUDIT] Token created by 'jffe@000': tokenId='03e7d024-f241-495d-a734-3e4dab5252a9', issuer='jffe@000', subject='jffe@000', expiry=1600084315063, refreshable=false
2020-09-14 11:51:55,238 [AUDIT] Token created by 'jffe@000': tokenId='2229be6a-ff13-4061-b077-c6b502d05054', issuer='jffe@000', subject='jffe@000', expiry=1600084915238, refreshable=false
2020-09-14 11:51:55,239 [AUDIT] Token created by 'jffe@000': tokenId='a2c6bf70-905e-427e-af01-d9b1707bbf3b', issuer='jffe@000', subject='jffe@000', expiry=1600084915239, refreshable=false
2020-09-14 11:51:55,242 [AUDIT] Token created by 'jffe@000': tokenId='356ecf66-17d8-4907-8bf8-d968f40fe806', issuer='jffe@000', subject='jffe@000', expiry=1600084915238, refreshable=false
2020-09-14 11:51:55,244 [AUDIT] Token created by 'jffe@000': tokenId='ade29c60-15b1-4693-a9ff-5eaa205463a2', issuer='jffe@000', subject='jffe@000', expiry=1600084915244, refreshable=false
2020-09-14 12:01:55,338 [AUDIT] Token created by 'jffe@000': tokenId='7546e194-d8da-48e2-b313-e355d997cb0c', issuer='jffe@000', subject='jffe@000', expiry=1600085515338, refreshable=false
2020-09-14 12:01:55,346 [AUDIT] Token created by 'jffe@000': tokenId='66e848d4-af22-4b77-9594-95d35c168402', issuer='jffe@000', subject='jffe@000', expiry=1600085515346, refreshable=false
2020-09-14 12:01:55,346 [AUDIT] Token created by 'jffe@000': tokenId='5e16bfb6-78c7-43d9-933b-7828a06542ac', issuer='jffe@000', subject='jffe@000', expiry=1600085515346, refreshable=false
2020-09-14 12:01:55,349 [AUDIT] Token created by 'jffe@000': tokenId='c5f82e03-00cf-438f-b73f-2a36da005bfc', issuer='jffe@000', subject='jffe@000', expiry=1600085515349, refreshable=false
2020-09-14 12:11:55,453 [AUDIT] Token created by 'jffe@000': tokenId='3029ed39-f8e8-4901-ac58-dd2686aabefd', issuer='jffe@000', subject='jffe@000', expiry=1600086115453, refreshable=false
2020-09-14 12:11:55,453 [AUDIT] Token created by 'jffe@000': tokenId='950fea6b-2937-47e0-810d-47714100092c', issuer='jffe@000', subject='jffe@000', expiry=1600086115453, refreshable=false
2020-09-14 12:11:55,454 [AUDIT] Token created by 'jffe@000': tokenId='cbfc1aaf-66ae-4f43-b59d-31525fa15341', issuer='jffe@000', subject='jffe@000', expiry=1600086115454, refreshable=false
2020-09-14 12:11:55,462 [AUDIT] Token created by 'jffe@000': tokenId='a43dbf03-7c42-46bb-9458-763289cf7c4b', issuer='jffe@000', subject='jffe@000', expiry=1600086115462, refreshable=false
2020-09-14 12:21:55,639 [AUDIT] Token created by 'jffe@000': tokenId='ace4d84b-3933-42e6-b24c-a4441d11bcff', issuer='jffe@000', subject='jffe@000', expiry=1600086715639, refreshable=false
2020-09-14 12:21:55,639 [AUDIT] Token created by 'jffe@000': tokenId='d8ccec00-0b48-4c98-83b0-7d014dd05797', issuer='jffe@000', subject='jffe@000', expiry=1600086715639, refreshable=false
2020-09-14 12:21:55,640 [AUDIT] Token created by 'jffe@000': tokenId='39d8eaef-3166-4153-b20f-8d1c16cfbecb', issuer='jffe@000', subject='jffe@000', expiry=1600086715639, refreshable=false
2020-09-14 12:21:55,644 [AUDIT] Token created by 'jffe@000': tokenId='beeb278e-88e2-4686-8d78-143a1f9bd0b5', issuer='jffe@000', subject='jffe@000', expiry=1600086715644, refreshable=false
2020-09-14 12:31:55,712 [AUDIT] Token created by 'jffe@000': tokenId='041c6881-7001-413a-949e-261d9a9c718b', issuer='jffe@000', subject='jffe@000', expiry=1600087315712, refreshable=false
2020-09-14 12:31:55,715 [AUDIT] Token created by 'jffe@000': tokenId='be88fd33-7f2f-46df-b4ca-5e4a0fb84510', issuer='jffe@000', subject='jffe@000', expiry=1600087315715, refreshable=false
2020-09-14 12:31:55,725 [AUDIT] Token created by 'jffe@000': tokenId='7f1680e1-13b6-4aac-ada2-e92268097db5', issuer='jffe@000', subject='jffe@000', expiry=1600087315725, refreshable=false
2020-09-14 12:31:55,725 [AUDIT] Token created by 'jffe@000': tokenId='02960494-c2c8-4ad9-ab44-b22d991ab4dc', issuer='jffe@000', subject='jffe@000', expiry=1600087315725, refreshable=false
2020-09-14 12:41:55,916 [AUDIT] Token created by 'jffe@000': tokenId='3a1d49fc-ce62-412d-8c4c-aefadfcda496', issuer='jffe@000', subject='jffe@000', expiry=1600087915916, refreshable=false
2020-09-14 12:41:55,916 [AUDIT] Token created by 'jffe@000': tokenId='72bfe510-4b2a-40f0-9574-450894897c82', issuer='jffe@000', subject='jffe@000', expiry=1600087915916, refreshable=false
2020-09-14 12:41:55,919 [AUDIT] Token created by 'jffe@000': tokenId='cfd8e56d-19f8-4f12-8369-6df063d4ed81', issuer='jffe@000', subject='jffe@000', expiry=1600087915919, refreshable=false
2020-09-14 12:41:55,923 [AUDIT] Token created by 'jffe@000': tokenId='729b56c7-a5cd-4a9d-bd91-ede65e5ffee6', issuer='jffe@000', subject='jffe@000', expiry=1600087915923, refreshable=false
2020-09-14 12:51:56,032 [AUDIT] Token created by 'jffe@000': tokenId='79fbc9a2-93c6-448b-904a-f87bc1427d9d', issuer='jffe@000', subject='jffe@000', expiry=1600088516032, refreshable=false
2020-09-14 12:51:56,032 [AUDIT] Token created by 'jffe@000': tokenId='0bed182a-147f-4a53-948d-09bbf31a3e47', issuer='jffe@000', subject='jffe@000', expiry=1600088516032, refreshable=false
2020-09-14 12:51:56,032 [AUDIT] Token created by 'jffe@000': tokenId='f6224e51-4617-4f3f-8b41-a46d5beb1bb3', issuer='jffe@000', subject='jffe@000', expiry=1600088516032, refreshable=false
2020-09-14 12:51:56,036 [AUDIT] Token created by 'jffe@000': tokenId='fceff9b4-cd4b-40a6-954b-a64e938caced', issuer='jffe@000', subject='jffe@000', expiry=1600088516036, refreshable=false
2020-09-14 13:01:56,116 [AUDIT] Token created by 'jffe@000': tokenId='820f023d-0786-4e0e-8659-6f9024f6f94b', issuer='jffe@000', subject='jffe@000', expiry=1600089116115, refreshable=false
2020-09-14 13:01:56,116 [AUDIT] Token created by 'jffe@000': tokenId='7d5a7682-d0a2-4e5d-a535-6cc9f2f3604f', issuer='jffe@000', subject='jffe@000', expiry=1600089116116, refreshable=false
2020-09-14 13:01:56,117 [AUDIT] Token created by 'jffe@000': tokenId='0620f943-7342-416f-b6a5-242740611405', issuer='jffe@000', subject='jffe@000', expiry=1600089116117, refreshable=false
2020-09-14 13:01:56,121 [AUDIT] Token created by 'jffe@000': tokenId='5edf90bf-13ed-49d2-bfd8-e9adf459ebf5', issuer='jffe@000', subject='jffe@000', expiry=1600089116121, refreshable=false
2020-09-14 13:11:56,290 [AUDIT] Token created by 'jffe@000': tokenId='96b578db-3809-4012-82d2-812028414513', issuer='jffe@000', subject='jffe@000', expiry=1600089716289, refreshable=false
2020-09-14 13:11:56,290 [AUDIT] Token created by 'jffe@000': tokenId='f0092d33-ccb6-4854-9d9c-e48106d06e82', issuer='jffe@000', subject='jffe@000', expiry=1600089716290, refreshable=false
2020-09-14 13:11:56,298 [AUDIT] Token created by 'jffe@000': tokenId='7b0138ab-a402-46a2-825c-2ec20ae1d31c', issuer='jffe@000', subject='jffe@000', expiry=1600089716298, refreshable=false
2020-09-14 13:11:56,300 [AUDIT] Token created by 'jffe@000': tokenId='6d9f72b9-0fb2-4894-99fe-fd34d077f197', issuer='jffe@000', subject='jffe@000', expiry=1600089716298, refreshable=false
2020-09-14 13:21:56,356 [AUDIT] Token created by 'jffe@000': tokenId='d380fa00-12ca-43ff-bbe9-c2730497826d', issuer='jffe@000', subject='jffe@000', expiry=1600090316356, refreshable=false
2020-09-14 13:21:56,357 [AUDIT] Token created by 'jffe@000': tokenId='57dcef65-e2a5-4bc5-b01d-9fc8f73abb86', issuer='jffe@000', subject='jffe@000', expiry=1600090316357, refreshable=false
2020-09-14 13:21:56,368 [AUDIT] Token created by 'jffe@000': tokenId='98b8e130-7093-4bd9-86f3-6ff4b865803b', issuer='jffe@000', subject='jffe@000', expiry=1600090316367, refreshable=false
2020-09-14 13:21:56,372 [AUDIT] Token created by 'jffe@000': tokenId='0ad7547f-7594-412d-800f-d580019e80b0', issuer='jffe@000', subject='jffe@000', expiry=1600090316372, refreshable=false
2020-09-14 13:31:56,394 [AUDIT] Token created by 'jffe@000': tokenId='2f735666-c0b8-47ec-83a1-9ec46df0a409', issuer='jffe@000', subject='jffe@000', expiry=1600090916394, refreshable=false
2020-09-14 13:31:56,395 [AUDIT] Token created by 'jffe@000': tokenId='f8a849f1-77db-49c5-b938-a8899725808b', issuer='jffe@000', subject='jffe@000', expiry=1600090916395, refreshable=false
2020-09-14 13:31:56,403 [AUDIT] Token created by 'jffe@000': tokenId='92d457aa-efb9-48e6-935b-492709f18b57', issuer='jffe@000', subject='jffe@000', expiry=1600090916403, refreshable=false
2020-09-14 13:31:56,412 [AUDIT] Token created by 'jffe@000': tokenId='715030e5-bd3a-47ab-af71-7d4692d3bf43', issuer='jffe@000', subject='jffe@000', expiry=1600090916412, refreshable=false
2020-09-14 13:41:56,484 [AUDIT] Token created by 'jffe@000': tokenId='94e2d6b4-4dcf-47f5-aa76-c2c5e400ea37', issuer='jffe@000', subject='jffe@000', expiry=1600091516484, refreshable=false
2020-09-14 13:41:56,484 [AUDIT] Token created by 'jffe@000': tokenId='7ce45ae9-c720-43ff-b310-11ea942da368', issuer='jffe@000', subject='jffe@000', expiry=1600091516484, refreshable=false
2020-09-14 13:41:56,484 [AUDIT] Token created by 'jffe@000': tokenId='a1f48054-57fc-450d-81fe-d701d9acf202', issuer='jffe@000', subject='jffe@000', expiry=1600091516484, refreshable=false
2020-09-14 13:41:56,485 [AUDIT] Token created by 'jffe@000': tokenId='3a33b6c6-d050-4334-9e5d-ecd1aaf47214', issuer='jffe@000', subject='jffe@000', expiry=1600091516485, refreshable=false
2020-09-14 13:51:56,588 [AUDIT] Token created by 'jffe@000': tokenId='8d847774-4d86-4d67-a02d-21c6664334a3', issuer='jffe@000', subject='jffe@000', expiry=1600092116588, refreshable=false
2020-09-14 13:51:56,588 [AUDIT] Token created by 'jffe@000': tokenId='2c4e01fd-b40c-4ee3-9f04-bc8833dc718b', issuer='jffe@000', subject='jffe@000', expiry=1600092116588, refreshable=false
2020-09-14 13:51:56,588 [AUDIT] Token created by 'jffe@000': tokenId='1da6a7f7-2efe-43ff-8435-8130373e855e', issuer='jffe@000', subject='jffe@000', expiry=1600092116588, refreshable=false
2020-09-14 13:51:56,593 [AUDIT] Token created by 'jffe@000': tokenId='a053fbe1-02ad-4cd6-bb7b-426afd2a695e', issuer='jffe@000', subject='jffe@000', expiry=1600092116589, refreshable=false
2020-09-14 14:01:56,675 [AUDIT] Token created by 'jffe@000': tokenId='ea761f2e-22de-435e-b091-b240e9506d52', issuer='jffe@000', subject='jffe@000', expiry=1600092716675, refreshable=false
2020-09-14 14:01:56,677 [AUDIT] Token created by 'jffe@000': tokenId='800c3eb8-04cd-4fee-a4e0-4f2326e4560b', issuer='jffe@000', subject='jffe@000', expiry=1600092716677, refreshable=false
2020-09-14 14:01:56,679 [AUDIT] Token created by 'jffe@000': tokenId='c727731f-6196-432d-bfe6-c00e30eae0f5', issuer='jffe@000', subject='jffe@000', expiry=1600092716679, refreshable=false
2020-09-14 14:01:56,681 [AUDIT] Token created by 'jffe@000': tokenId='b21e5205-55f5-460e-ad96-a417bce31e86', issuer='jffe@000', subject='jffe@000', expiry=1600092716681, refreshable=false
2020-09-14 14:11:56,818 [AUDIT] Token created by 'jffe@000': tokenId='ce1f8adf-577b-42a5-aa49-a56edbde94ed', issuer='jffe@000', subject='jffe@000', expiry=1600093316818, refreshable=false
2020-09-14 14:11:56,823 [AUDIT] Token created by 'jffe@000': tokenId='c0e6e063-cbc3-4ab5-a59c-36ad23e21c91', issuer='jffe@000', subject='jffe@000', expiry=1600093316822, refreshable=false
2020-09-14 14:11:56,824 [AUDIT] Token created by 'jffe@000': tokenId='8ad552b5-e7a8-463c-b859-196f8834d3c5', issuer='jffe@000', subject='jffe@000', expiry=1600093316824, refreshable=false
2020-09-14 14:11:56,830 [AUDIT] Token created by 'jffe@000': tokenId='ead3e67e-2cb6-430e-af67-0fd2647fabb4', issuer='jffe@000', subject='jffe@000', expiry=1600093316830, refreshable=false
2020-09-14 14:21:56,886 [AUDIT] Token created by 'jffe@000': tokenId='2f1b97c8-d8d5-4862-891a-beb38425c55f', issuer='jffe@000', subject='jffe@000', expiry=1600093916886, refreshable=false
2020-09-14 14:21:56,887 [AUDIT] Token created by 'jffe@000': tokenId='7112b638-7b36-4d6d-8302-4c1cbe9e97fc', issuer='jffe@000', subject='jffe@000', expiry=1600093916887, refreshable=false
2020-09-14 14:21:56,903 [AUDIT] Token created by 'jffe@000': tokenId='407c7af7-cce4-41cf-aca7-dc4f75ba41c3', issuer='jffe@000', subject='jffe@000', expiry=1600093916902, refreshable=false
2020-09-14 14:21:56,920 [AUDIT] Token created by 'jffe@000': tokenId='292d69b4-5f1d-4018-817e-f0a5f46e5f37', issuer='jffe@000', subject='jffe@000', expiry=1600093916920, refreshable=false
2020-09-14 14:32:33,240 [AUDIT] Token created by 'jffe@000': tokenId='687f522d-1f4b-4ef7-ad5b-e3475375f5a2', issuer='jffe@000', subject='jffe@000', expiry=1600094553240, refreshable=false
2020-09-14 14:32:33,241 [AUDIT] Token created by 'jffe@000': tokenId='eb1fc056-ce20-41b5-aa2e-1a93dd4195ce', issuer='jffe@000', subject='jffe@000', expiry=1600094553241, refreshable=false
2020-09-14 14:32:33,245 [AUDIT] Token created by 'jffe@000': tokenId='1c150c47-ae14-4cec-9ef5-bfa2a80db9e0', issuer='jffe@000', subject='jffe@000', expiry=1600094553245, refreshable=false
2020-09-14 14:32:33,245 [AUDIT] Token created by 'jffe@000': tokenId='6a247198-5589-473b-9bee-250217fa8162', issuer='jffe@000', subject='jffe@000', expiry=1600094553245, refreshable=false
2020-09-14 14:42:36,871 [AUDIT] Token created by 'jffe@000': tokenId='a38a6375-8a3a-43d4-bced-02d8fda48764', issuer='jffe@000', subject='jffe@000', expiry=1600095156870, refreshable=false
